,photo_id,business_id,caption,label
1981,jMirN-BnjvB6cZaPvpwCDw,eoN0GAIRV0WmwUm7FmzKgQ,,food
1982,OBpBfg1jBg-_hxBfXpRM6A,TohHdYYTPhrYYXNfVLzQ-A,Stone Crab,food
1983,QikNAMp9FQS5p_vZShsC9Q,ac1AeYqs8Z4_e2X5M3if2A,Mardi Gras Pasta,food
1984,5_c-b9XKmggoG-mQ-4Gn7Q,ajMHxCdDtGPn7NgfcpsBIg,,food
1985,VDJwpkIuGKH1GR47yIqb1A,jdtPT12GXxxjfjUBOTc40A,,food
1986,Ok0ACsJk_hq3FSKW-8Z6Jw,ROcx9FXq206zfI77MGo1Yw,Our Curry Chicken With Cauliflower Rice! pic cred - Jennifer Reidy,food
1987,IR5549yjF6gRppG3hPZgHw,S8ZFYEgMejpChID8tzKo9A,,food
1988,jYVn5Hs_ZFyCWH5He8imNQ,5Ou6ivb1drXqUuIuF9osVA,,food
1989,eHvcMIGXvfe9L0dELorHKw,-3-6BB10tIWNKGEF0Es2BA,Lemon Pepper Fried Tofu,food
1990,_V8li2jNH_chvlAVeN08Hg,VueLB6qEVcGusBj2iO1qGA,,food
1991,a8EsRN5VHkt7Vu-_JYUwwQ,ovUZ8Ff8QRNi0x2xJ1RWWg,Our homemade sandwiches are delicious and healthy and there is a reason for that....They are made with LOVE,food
1992,z4PE6DMYKWl-vJxkNXhhtg,Jn4tRtjIuz6MBCykQySpeg,Philly Cheesesteak,food
1993,1bKpB_-SkB2vaMoklidUAQ,SADPX8WX34EQDj_jqtacMw,,food
1994,zcJG2Wnvq4gZgpDRM7PpPQ,Nhci37qY0HPCNWc5UQul9w,"My dude + Canh chua, ca kho, Suon Rim Man.",food
1995,mNfRE5ZfZTfrlYT3DdIGwg,d-cajJNm80ee4YyGARtbUg,Sushi Boat,food
1996,OuhPZxNHDlRvKNH-tUy3tg,fwY-4QanLsxvL_J9Z7ovWQ,,food
1997,x-gkGFTyCNNdFZzy1tjRkA,zz-fcqurtm77bZ_rVvo2Lw,Baked mac & cheese,food
1998,im5uUXad6-NkKDxHlL6-Sg,z7em5co2qckbAXoDGXynsA,Heart shaped vanilla macarons! *Always gluten-free,food
1999,lk96extJO7CTmXnHSgk8tw,Sg0FOFsvLEe1l8swilge1w,El Dorado,food
2000,RGPxOIiK68jWYlJ6cQiV4g,IvcJaZdDDar1dYpiBzJq2w,,food
2001,ktu28-XV1G3-dqWTx-FtwA,tAFbBr84k5yY-b28zxXK7g,Mac and cheese ! Omg,food
2002,wQiY1Rpg1quTMeLftGBL2w,NIb3KBSmm4FivxoerbkwEA,Roasted Barley Chicken,food
2003,6qtXa2ElHx3x-wPdjcsKnw,jOOOrH5n2ijnsZKxzPSAiw,,food
2004,cWq0rN2NY0h0i_dHgDdL1g,Q3ge5rGChoEbIjIUTk-qKw,QDOBA's signature 3-cheese queso pairs perfectly fried in-house tortilla chips or on any entrée at no additional charge!,food
2005,cXV50i7Stc_WQz0r7Ttg8g,LmsFBarEMorpSyw2vEwRAA,,food
2006,rNt-CO3_P-a3F_I9DN6EJw,pXRrRf8fDv6yU3xp1E25hA,,food
2007,RP1yfB42gk78nfifkH7Xzg,3iUCCf1FWmjlFbGYvBgf9w,,food
2008,yrtuDjlwrGrvdt1f2AVQNg,6N9T23_iXkcOCh6boAXpIg,Tuna Tartare at NOX,food
2009,WB3maCKQXU_8mhSG9NNx4g,xq4TwzlGLM5FXwSvu6hndA,Creme Brulee French Toast,food
2010,8jA13hU0xMB1CC2iWct3JA,B3tLDhsfgQIQ7T9u3K9-uw,,food
2011,SEdyVeeTUUSJT9CW22brDg,DRjFU65k6Iu4tfDZuDkc2A,,food
2012,o_WANjKtbIl1P4UpegrOEw,_ab50qdWOk0DdB6XOrBitw,,food
2013,Foqs-USaqWUgA7znSZNXeA,BCxLbqymC1TXn2FE1BYc1A,,food
2014,IOSnpu_Vl0jjyexH6XKULw,jySVipAqMqczPzOPLMnJpw,,food
2015,DCARql6exJk55eSUvUFP8Q,5VXNaz9oK9Pxykc1_hV-Og,,food
2016,hkkzak2vzxatOTxeAHzDXA,fn4pu_IPQypHvSug75Z4IA,,food
2017,IrjeF-6Hbri-Zf19YJUgvg,dxz6XU1S0BlC420_IiZwYg,Three layer Chocolate Mousse Cake,food
2018,YQP1MseLyRjPOQ66pdi2uw,ERl6OCSEIFBOqfjai_jIUg,,food
2019,Mty3PYTpqcEnuIwZDLc3Yg,edOq9mAFpg48tI9pwwWNUg,,food
2020,avyr-KfwXSLP3agjjOKtXg,XXLo-F9jMTQMUySoYkt9rg,,food
2021,IOvSDPncS0UXo7fGztrlSg,Y_kXztsFC7l0mMQAYXNkNA,"Seafood Nachos - Grilled Calamari, Shrimp, Lump Crab, Corn Salsa, Queso, Jalapenos, Pickled Onions, Poblano Crème",food
2022,jLMyGFOXdnqOqk2_kQex8g,_ab50qdWOk0DdB6XOrBitw,Chargrilled Oysters,food
2023,tEjCJjipGqlvYamrYVhARg,SZU9c8V2GuREDN5KgyHFJw,Oysters on the half shell and Uni on raw scallops,food
2024,NRMnt1RWA7Pa4mwqNaVjAQ,v_AbyvMdKUi_ac4A8nkG-A,Hot chicken sandwich,food
2025,aiyQxm4NR-fzt6-fenmpLg,wWWLeciVf0w-6nxu1_YosA,"Saag burrito wrap, butter chicken tacos, chicken tikka masala poutine and samosas",food
2026,Cf5Ml8RA7dE6goQK0-mJBQ,qLWIKYCCsu_b4NNqgmE3JQ,,food
2027,MSF8Ka0iv7N1IzZQPmw8LQ,CaS4OzIfDfbYyGai0Wn3Zw,,food
2028,oVpYUIGd57amDGxYT4zEeg,9llupBLdHKFzfawIk6I74w,Spicy Tofu Soup,food
2029,zQR5aohxtV4gfMSTbyJU3Q,d2HazI4L_0T_4PJq1KiZUA,Mediterranean Sea Bass,food
2030,eFJ-Z8AEOiS1Z2GCH9W5pA,O4grjToHwGSIlbSHjQ1dQQ,Delicious Frittata with roasted potatoes and fresh green salad,food
2031,5_BrklwkErWBrdwzsTZH4A,SozL05URoilikZaXJWmjDw,,food
2032,OVGJAlrilSky8CVw5XVJxw,IhN-DlnytNvnzCoTIwwfgQ,,food
2033,2aBNjojOMVxDNfmLcjxLvQ,sTvFxzQU_4bm-owSJXx0MQ,,food
2034,xYjhdK7AaojWVm3BtCugHQ,TD2Ln8rzK-UbGECZkD6V4Q,Ahi Tuna App,food
2035,1KLmurb5qPn5FiH7LMQDow,g60oktJk9CBonFuwiPJPSA,,food
2036,UeTqduAudqlVSRauusf0WQ,BSJE3vxVO9Q3SQygTEmZtQ,Spinach and goat cheese stuffed chicken  - Dinner,food
2037,we7j1LMkM03tULqMD_ZsWQ,8rAzexb3VAcAbYPbnwrueQ,,food
2038,201qf2CGatWobVXv7LVR8A,9kv9JpLhzkN3UeWZDrsmEA,,food
2039,kvkNi7bgrClsFCuBQhlALw,pJfh3Ct8iL58NZa8ta-a5w,,food
2040,reTVcrsGa3zIMANhA1eodg,99VA9y7rdlDzl_-Rd-WKKA,,food
2041,Lc2PGWK9JlifYpgLuVhVpQ,Cckfq1IRAAN4Q7YJh7Ru6A,"Snow White, Cowgirl, Thai Hippie in front",food
2042,bBRhMKzHxN6WehLL_PMO4Q,dh5f-63H_B1frtfjnuzooA,salad with fish in a tortilla bowl,food
2043,Iqlp5DNtC2vqQLvClU3cFw,2Z7oHhFWBGuzusEF3j2dsA,,food
2044,QAwAjuoKfHYbabNmfDC-2g,RPGYg86GfVoN9b0tslST3g,,food
2045,gn4L2_6lSWp9-qk-t0XEBg,0EPYrxeMLh2G63HLMIgRHg,,food
2046,hdYU-TtKaWne5Mfm6lt5cA,bGEi2BqDNGYFDtNzJhpABw,,food
2047,ltXCT5ivdzDlxxLxFJcRIw,yj9lGwTLo_R1rMxJoEiR8g,Delicious traditional donuts from Fox's Donut Den,food
2048,c9b6g9MNOchLc8lALark9Q,7WeUYhZ7sP73mBLZwboglw,,food
2049,DU8k60t-NvnCs8VZdsmDtg,1UNorskttXSWuEcgzKzXcA,,food
2050,-SspPtJcJj6P_4Hm1jvcVg,YnhrJ94quRechwC3a7Pd-g,,food
2051,HyKHEtMeAOinKj3i5kBFQg,lPUuhmHAuAJLrzdBD8Bkyg,,food
2052,1P8BwlURCcujwBLbZ994IA,RXA9eUawmrYkToXhjKHyIQ,,food
2053,qkrSQlBQxnuPI8N4ixONcw,slO-qEE0z8-BLRTvMYW6HA,,food
2054,Uk-TKmIWLj1E_lo0OYfDeg,FEXhWNCMkv22qG04E83Qjg,Cafe au lait,food
2055,EPA09-krMzn0NSF9ZWDmLg,w1drxBdIeFllmEsvH_3a6A,Chicken Satay,food
2056,L13Ro_o5x1pWXMHk8-SFDg,X7W01ESZV0UybJ859ZnWRQ,Detroit-style pizza,food
2057,6_0rYYKD8CbCPv_wgzgZcA,VOGWnQHijIpURf4eNSvIaw,,food
2058,Z_NWP9HASZ1UMGkYTXjNaw,NsEKOHrD605IY1jzPzuf9w,California shrimp brown rice roll,food
2059,Ca8PqJgeS2vXGiy2WfekEQ,UuR_swydJgdnEHeoXqB_Ww,Breadsticks,food
2060,wzdsdZHg1XKkH0lhZCgY3g,S1J_DS_oqOi0nld7U8Q6HQ,,food
2061,9ye9wt_g-Qdh3D3sT-xWWg,XrIFOZ_eY1KTsg6lYRTg4w,,food
2062,IDNdYeeOG3dGW_1VlCsMPQ,otQS34_MymijPTdNBoBdCw,Huevo con Chorizo with Refried Beans on the Side,food
2063,kCCoPDCBpteLBw6YaLw6FA,DqVpNtgFCP47n6frh-LREA,(Katee Grace Photography),food
2064,6q9SKyTG18Xzew3l_DIT6w,PCpBRBOTy3Vzf9H-bmTQSA,Gravy Fries,food
2065,gMEBlSsgAbwe4v20C2yOVA,ghsaIqQ1xY3cWtWWJ4QW5w,White Chocolate bread pudding,food
2066,S1yAWDWwGbXr5RcW7FgvXA,9__7I7GTOTlOIRXD76VRBA,,food
2067,EtgvSx2UcFfuDKM8KflEuw,ZYoKsoyfRuxqJPwsKtzqFQ,Fresh Sourdough bread,food
2068,T_m37gQtFmJiypnw7WpY8A,RsyQUIyMUXPVRgJVjHUQ3A,,food
2069,vREr5dLwKJzHqSmdPiSn6Q,A53r5VFXvxLM7GqiQUiTJA,Edamame,food
2070,LhXgKSAedh3ChkdR1UsOWQ,qppGA9vCUPfw9ngOy_R90w,Mac and cheese,food
2071,Gt6EFgaTNyzLWUndEQoPOQ,2aZNVfzU-3672SjRHnPoOA,,food
2072,0cTsBaYHNB-PBQv80rPwvA,Tj_k9x4px-pzvxQcUp_Nbg,Curry shrimp one of the best shrimp you will every teste,food
2073,X2qxpWuhENqR-QgOQIpMPQ,y6FxggLj1xnJ0ArqV3UoVw,Two different sauces,food
2074,ILiHlRKWIfi4FtqQv7A-jA,KeVdQN5DRDdY16kOt4XcRA,,food
2075,FthgNKDYPrNT77aYwkEZDA,HnOaaK8Xl-_rwOorxt8UoA,,food
2076,di0ug3wneLPOToub0txFfg,ICqgjbOpBD9SUtE5PQC9sA,,food
2077,psCaA-2AvoIiEXv-kJQhCQ,PeUv5ipJuvbXnRbw3Y-y_Q,,food
2078,sWWZGgVoJ0GqeR3KEEzUyQ,DpHiXRM3cxC9c2i4idYw0g,,food
2079,MfIedWq3JYLeWB5Z2fr7IA,mn37iw7MSjkoDqozfPMuJA,,food
2080,s5i1YY3LqL56UjBg3CEvtg,0-PClaUWGphUvuTH8wQ51w,,food
2081,yNiKjOkHOXjmYEjEObQTTA,QjV4v7q_pt7tt3K1US7IHg,,food
2082,-cgd194MqTHvP4pUDWRVEA,aquQ6A9ywuaM8mP2_5_aFw,,food
2083,CcYwImNFJvJq94LnvyOcNg,SiSV--Ms7Sz1qw6_qncPQg,Let sunshine in and a new day begin at Luxury Nails. Thank you for being our guest!,food
2084,xvN_3sf5ud-UNR8TYVdEKQ,-fjIX9bvBKwXjQWfdgiWpQ,,food
2085,UtS-pW63XsEPq0PAshvCwA,nEoi09FRw9sWqZGcJflI4g,,food
2086,bcoYVG9iJSpKr-cYRZ3EfA,aTBBfJKm8WnHvs0v_62Hmw,,food
2087,GCR_b2CIVU7V4r59lcCEdg,-pyobEWdpZ6jUp42f3I2xw,Appetizers,food
2088,nLDnC4HzHpFRm3kMBkqqpg,lLOuLDox8qPV0Q5jCX9qtw,Lemon Berry,food
2089,Ox2ZcKEsf6XRUQ05_k_hlg,oPugUb65KbjO0l2ppraKOA,,food
2090,buKYUZWvdvqnI-RzbUaHwA,2hzXcWn8bOpzGTI4BfnMYw,Creme Caramel,food
2091,yrFKtBm7IgYFOi2eVZM2Cw,H6FkrNQSCZAcYQPn0emM2g,#lechon #diniguan #porkadobo,food
2092,NhYqzOeNBD_DiE7EuwUdCg,kbXpjBSweedxQ1WrlJ5i7Q,,food
2093,gXMbaPM7G8t91VIl78RKHg,Z3KyNcSMuOj_WxMwSC0Njw,Happy Hour Special: 2-5pm Monday-Friday $2 single scoop ice cream - toppings included!,food
2094,q8lIkjWHr8_YDmpMF2F5ag,POuaebsAeCyNx-8qZ3O7XQ,,food
2095,1VEnNwQnx3WpDBn_t3rbLQ,L-pw3AjuanRy5M5s5ROPVQ,Kimbap (R4) ($8.90),food
2096,nS9eJ8M2_8zMRUfsd59bLw,SxbqEgEwrGmtgvQAgM6kIg,,food
2097,z5IqXcbAVcIqeUu0XKubhQ,fxV5Iv7goPEUz-AReRLxkw,Kasespatzle,food
2098,gDBkGK1Jtlna-qKs9rk8sg,-l3G5kG-LuiKe6Eqy3KKZw,"Candied jalapeño bacon, bourbon-sriracha dipping sauce",food
2099,2G7Jtq-iad9ERyM7tqw49Q,WAiKFc7fEE6v9eJUzuQAqw,,food
2100,jX_Q4nuLKH_7QHOjeXMN8Q,XTjRoZEPq5X5UDKUBR7s-A,Tough Cookie Bubble Waffle,food
2101,0YJjCEgwSqW0Icabwcx5Fw,hiP3H0wW45I0jZI7KafzZg,Braise beef noodle soup,food
2102,KuAK9FeXUcGqk3bTqQgpsg,X3NS8516o015Z1zcOwrqmQ,Monte Cristo,food
2103,B5Rx-OCsnjqUO7YjSC02tA,R2PSCHpF2zt0lOKeZtyfhg,,food
2104,itlkKp3TwkaMLQkoRgiM6A,MaYb7qMN6BomP1zQGj3Wjg,"Thin Crust meaty bacon, sausage, chicken and meatballs.",food
2105,QjvZwaLBTYoc4bZx7VtxNA,US2-dEVvnOdde7Syi18TTw,,food
2106,2hNHnBHu22QShZaAIjCeHg,RWUDd17xCotH62C5gs7fzQ,,food
2107,EnqWqEbcxy8ufR36L3fAKg,-v8dtO9BZmKidXLMohiQhQ,Chocolate chip Waffle $10 Tots $6 eggs $4,food
2108,AYuPivBr0PyH45IppOMnyQ,1UWSsPQ65DH_SVy-YGC-SA,,food
2109,p_oHf1AuT0WIrJBJAMkf1Q,2vst1dN-NCO7HSBuD-q2fg,,food
2110,fXg6MmC_ZhykdL77i0Hhlg,30iNoQB-k7LW_SuLfWDq7g,Tuna tartare,food
2111,tzMRHgFuUbBolGPLwomg3g,ZRRKFS5ih1idvycC0PlXOg,,food
2112,JPMaQZEY8UVrGzt3f9aHtA,Y8MkrQrmSQ0vVdcqiyrBRg,,food
2113,pVBG2zrAqRGcNAGtUq2u_A,WMkiheTT-8kRslImVLWMVw,Gratin cane with the steak,food
2114,Ga0fCVcERHh4502qHdKEYQ,yUndy-LC5huRJs75s0X1IA,Chicken quesadilla,food
2115,0X6DhOrWrgY0u0PyjEZVVg,XVbyfriDebrJL-db2SsECQ,,food
2116,4sAR31nbS4T_SBz8Tq-qNQ,kxsXFTtfIPWRRt4-ydfzKg,Arizona Inn - Brunch,food
2117,eZhZNlkVJI85Tipc6mAt5w,eq3XNdM8q148IHoUMT9FcQ,The BBQ survey,food
2118,VYU-HckvFEW9a6WvTz8tSQ,4kiUaZh_w-GAdax_IfcpNQ,,food
2119,gOB9ijLEhpWOpaYHNhE7AA,xkS_mRHVHuX0ko6kVIyBdA,,food
2120,WKl9tW0qkDAVUW2I08m7JQ,f6y6grP56Rdsx0jrdnvWeA,Smoked salmon jalapeño bialy and short rib hash in the background,food
2121,yScN2kkC19TjGjy9nIjIVw,uUWV5HDFKX6rfvU1SNB1-A,,food
2122,QMZFk5saburAq7x7eihDXw,6Y61FisC5lEVxLEaMzyUUQ,,food
2123,7Vc2MkA3Vr1FJ-3OwnkPcA,tg8mH91AaGjLL93Eg8mL0A,,food
2124,DjS1T8VmHMZekELNzl65xw,q9HeBXQBnXgThOa9DPIhAw,,food
2125,QScrWDJvDhn9Aqh2QPuHPg,sDbsELyAdRlpAs8vpQeKWQ,,food
2126,5ftXLLmRiA0TOJBQPnUKOw,k-ZWRUhKyyl1qrG3y8yziA,,food
2127,zP_oBIzwqhqNZ5hySY-fDA,LP6gCDg5h7NpD2ZSAUBgew,Peach margarita,food
2128,tkeqOuwBpMyHDyY9gZ-VHA,ngosa7gVH134bQfXR5JboQ,,food
2129,WfZnifomhV7-pEVAsorGag,GYgJtmk1v06FJesYYjrDww,albacore tuna tataki + wontons,food
2130,-zCFys6l1mkztqosSNElrg,BbxTyBW9OkIGGz--x8CQJA,,food
2131,-7qMIbXOKEqit426wKQY9Q,1ZDFYvYjBqmz4z8u_CKDNg,,food
2132,a_xpr7eutMqMUtP3zgX1XQ,gp9PRGOKR7qiRsy-vxoYVA,,food
2133,Ppee0TMdC3gRuZHXwTtuSw,osOONoA8wMF5ZpLWUS7VOw,My girls enjoying a Saturday morning breakfast,food
2134,CWGKflh0WUmTXdpxh_Qgow,EERwPZdemE21aIwYsadjTg,"Papparadelle with fresh tomatoes, basil, olive oil.",food
2135,7k5FFxgkoA5AZ5dAZjQZ0w,6a4gLLFSgr-Q6CZXDLzBGQ,,food
2136,Fwx0o1pgetR32TLylAY0qw,cv-SmPhbpwQCtlI2Q7KJIQ,Sushi&Sashi combo lunch,food
2137,p2-AyNqg1Ud9hzqHG05xdg,75FY8ZQx5nOWP0VFmNvWfw,Low Low Country Benedict: lots of flavors in this dish!,food
2138,5E7K75fNX5jnDK8QT5WPqw,hK9ei4rE_JNqI4p6e_ozQQ,tempura shrimp and tuna,food
2139,uHI4zmO20zv1D01tSFlIhg,winkCYdiTroKdbPbV0DfRA,The one reason we come in.,food
2140,xxl85LRYjoStMcHPzf3bOg,cIBRdoAnPHwEzwxlnq495Q,Selection of finger sandwiches,food
2141,tzuK0NUPMVYHESvIV1Uq8g,V_m4uwqWML3mxUbu1h_Mfw,Scallops .lemin garlic mango habanero sauce,food
2142,suQoJ56hoWNigaXPfPqFWQ,rxH22mT81ht_n3cGTbWi4A,,food
2143,LFrvj_7UUwOneE6kXtH_KA,3JTyLA0by0oTDeg_j0HCMw,,food
2144,blhPiStXEmFEqZzhLudUeA,gq84DdRQSkobaPkJbOs50w,,food
2145,ZCEoeBTZH8ft4nZWh_pi0Q,GbK6Cw17C1ua9RZQkLFKzA,,food
2146,iGvgxqaf9ncTwn6g7Q_fpA,-ebwX4cjBDsZtPnvW1M_BA,,food
2147,Ola093Q5JB31HxNNJ_4-nw,3iUCCf1FWmjlFbGYvBgf9w,,food
2148,-1aAfCRKlIkMOQ_tJq2IqA,WTdwkO3BL6-PkCTFnyAgQw,,food
2149,n9G0f5Qo-WJ2gbgA5D6RSg,h_gdl9cq1CFKcKukneRdVw,"Quesadillas, Chicken Wings and Hand-tossed Pizzas",food
2150,fcBtrwG9zLm1kpTs78N5Zg,J5SlGtKZglJk3VB6C3lrNg,,food
2151,TiEhBC1JLrFYRmO_9I8g-g,UiZ2-Zq1SqZAC5HnfNNZFA,Pietro's,food
2152,8Ui9cXlm8bz5r5EF6bhJjA,bo7UVNCtaSF5wu5-3358FA,,food
2153,A7-ajZu-Nqim7GL_t8kpPw,0CeDwvLyRVgr-fq-DHk1sQ,,food
2154,6c6wM6rdm-9oTxVQ7sEJCg,fPrMion5qXXhauWaBk4-KQ,,food
2155,Pps-bLuFft7EC13zubyvxw,rBUoDqpc0Lb861-S8rUcFA,Kids enjoying sugar,food
2156,stVQw0h5yrrxae2NVca1SA,4R2KR_-FybS7oegGrXjHVg,,food
2157,lab3UZ1G20HMk1cfojT5UA,Y8djj3w2NPUkR5PoXwM4cA,,food
2158,USVoIzNRzJh34Rxadp-6Mw,Wo4JAP8XQqaNFUauDb2aZg,Brunch - Smoked Salmon Crostini,food
2159,LdVYgPhVMNwwy2RhBSf57Q,dA1NubF15yiyEoI1Sm_6gQ,Sesame Chicken,food
2160,H4A_vS7WPPL0FsmEWJfhxw,zBHAoHU-SD7wECkKpTGImg,,food
2161,c2DNMANVuAqrRsT2j8rgOA,sHpxBos5-7GNkaMDZ3fnGA,,food
2162,dVPqkgjLodU4xuBt-GmJvg,pWuoHHu0LuVrD0HjadDygg,SO SO GOOD!!! I love the banana rum French toast!,food
2163,ZbAYZq9f0P31Bef2OxhG8g,eXh8XOL4Y6mC3xQ_NN8nHw,Selling Inga's popcorn as well,food
2164,sIULLgwDA2a7TpdEe17e9g,ac1AeYqs8Z4_e2X5M3if2A,Blackened shrimp poboy,food
2165,gRH7mDqYpdG6tHxZingggw,ApeEYqrX7UOIOjQln25e7g,Bistro fries,food
2166,V1h24InsHL-rM_qfkmlQiA,2vst1dN-NCO7HSBuD-q2fg,,food
2167,hIq5Lhn4C4rYMa-YH4DEqg,Fe9WDVsrEM9H0X_aFDuYVA,,food
2168,VVPZ1GnV1SSdGVO_z4jtGQ,PGd06nrseC2YAIqP6S9gUA,,food
2169,weZ41uLE_bInEhBM8XXBBQ,yFxxhrdtDfmNF4xcXeem8A,,food
2170,KKNHDlflsr8gjOVeVdCtYg,qIXKDEIC4jURpJYDUZtyew,,food
2171,J-wV_pGk3-4gH45J0rYNLA,EZc2myE2mYk2h9JK9qu8gw,Chicken & Waffle Bites,food
2172,FkkW_0p_wUP0pQh1W8mX_w,EjG3BCsSGj9jSphYFrd9MA,Kung Pao Chicken,food
2173,2XPHdrdni6mmjcgL_3XBeg,e1o7CU9u5RMMZyxoB2V1bw,The best fried chicken for less,food
2174,GN-87rTY5Y6xnOfXT3vPoA,RqICJjP2kSXVek4s014h6Q,,food
2175,g99-4wfcg6E6WlgqQBlYkg,i4X6UK_utSE_6zGahxV3QA,Tiramisu. BEST in Reno. Period.,food
2176,wjjX3PcNCXHNMpUN6RqDWg,IkY2ticzHEn4QFn8hQLSWg,,food
2177,1wwsdb6seMFLyCbTqjsRaw,-VlBFlHwX-Pt6Xyzs9roGw,Char - Grilled Oysters,food
2178,QfttNZrOeJ_AeGq2sZzYiw,M4vYPpkKcPxfZvebDv0ugg,,food
2179,7XvX1HXzgUeWW46PEtw4CA,LdXB3D3gl3ckxZutLmen1g,Tempura Shrimp Wrap with brown rice,food
2180,ZyJGEBPLzYGCNcuznGysVQ,v4O1bXBFIkDuH8RY5EzlOA,,food
2181,iLAao2i5NIskteBrYGRUnA,vaarp5cTV2b3-wZtQDn06g,,food
2182,yDHzOBK0UTX4w2i4WHpatw,A4zsfXGNGeOu37dDMcKTUg,Meat and cheese tray,food
2183,PeZBEM6UjRBRYmXIJRrBMg,y66BY3No7E2oIVH_-PZTtg,Bauernbrot: photo taken by Matt Skoufalos | NJ Pen (www.njpen.com),food
2184,Fojul0QHlY1sbpdl7NUtfw,sTJdMC9YYXHlROWoUIFZGg,German Chocolate Cupcakes,food
2185,iK51fn-cUedVUSOWkj7eYw,X92wH5Y38oxvIHPUA1c6fQ,Salmon sashimi,food
2186,L3Yw56f7gl_iTnX1B56myg,ol55TE2I5MFbhmRpTHzlVg,Clams & Mussels Marinara every Wednesday night,food
2187,yhFm8mJrvTiwoyTRmbcXqw,f5KkglmjrmFZ9soI8SXolA,,food
2188,ushcqLfcNq--_3khaHhBiw,dl-2ZaDP3POIAR3eL2pi-A,,food
2189,ZkJlf97PemtpGqDPSS1ocw,JpXCEh8PSgrH4nIHCN9qxQ,,food
2190,NLEGJ05zt9n1f2FcWksq7g,FGGDERcsTDYt6uLHPWEKrw,,food
2191,CvI5YmNwTY6XPYYNVEkp6A,BWITd9JUXP3gSi1z3Y-z8g,,food
2192,FNnMlzXPZpdcNQh2OqXxsg,HMQ1HMB6r__ol7tSaiNvfg,,food
2193,YMD78QZ1mg13wiwzyOPRuw,dx2pIe26LXqhlG1ay_doGg,,food
2194,_UQzotAW3WbWzsHXvnlejg,pL3JLFeUBSM42QRGSpjSyA,,food
2195,oKaoy3RayClWlNyVY6E6dg,LtG1BloPZmht57B4f8pimA,,food
2196,Tj_AA7IRI5jlw5gX08Xc6g,WDOjluN4QeTnjt4E6DmIYQ,Downtown Cherokee Street,food
2197,ZNjsBe2P91aWbGqRW6s5rg,37GD6HRlxa_mYVFGf_3lZg,,food
2198,uNWN6ReNaB7xF3RkZdS4Og,pSdCjt0waaO5ftFxtuyEDg,Grilled redfish with asparagus,food
2199,krVnuOXAb1xIunkC5oZFAg,6o8ddZAL2Gw_FdoFQf1ilg,BEEF BOWL,food
2200,RVXL7XvzxCphmGdJcODTqQ,Q4_uwzXOKX5jv1I6SBR9ig,Crab and avocado toast,food
2201,rsxIh9RQRKZmOzh7iF9RVQ,H0LcjqWfgCFapQVTVmb0uw,Fettuccine Alfredo,food
2202,5EcCorwMS_3xGE_enQ212w,U0xnFDNnxapnjUU7BJoibw,Caterpillar,food
2203,0p7vY4fL76QIvfX2FvTfng,FDSxp5f5Uiva9c5QGXRckA,,food
2204,g-BLHG-u-bWLqNV6waJyhw,8eDkw7CE0NKqMknPIu26fw,Two lovely ladies with some good food. How fitting for 2 chicks Café.,food
2205,gjM9BDgNXL4OsUAINJqezw,_aKr7POnacW_VizRKBpCiA,Heather's Firecracker,food
2206,06tjkTAcy5deCEnuR0-W5A,-FIYPnxsg3kuHXx46zY18w,,food
2207,YTyrMAP8UvMbhfvh1MdLjA,o7YE1WaFeQg_piECb9cgjQ,Pad Ped Pla Duk,food
2208,3v4z21GlYHj0XsBVJSq8IQ,iq-ST5E57wVE2pMj_Y3UBw,,food
2209,B9Ns4-uHO1PAbYGoW05KHQ,MfkMUNwur9huBERrx0k5lg,,food
2210,WvOHTwp9ZJge0NaWWaPIpQ,oHxmQ83FfYbxA_AA72aYgg,,food
2211,qmkDwwa5gu5Vo-PVaWCGaw,gTC8IQ_i8zXytWSly3Ttvg,,food
2212,AVVdyrgD1ouptemqV4xveg,lRkJG5xxHpvoV3mkQhbNhQ,,food
2213,nrFfffnMCKYasbLwjv84lw,-5UQGwUZWUhPi5pJlcwEYA,,food
2214,y_wZZ2p5vx7QqjNp-hxiEw,GGmioYZou5FlJ5vf2-qLmQ,,food
2215,GX2_IAjY1Ik6bZH6GvZvIw,DFyJmEL4NYjoT6eTO3Isyg,Best Ice Cream Ever,food
2216,syYi5tyH1s4CerEKoM0X6w,dEUF0eTd9a1xOYvYu46dsQ,Stacked Eggplant Parmesan,food
2217,nEtibMsE8ON6ay0CBT1flg,m9T8i69f2EUvlTXF7_8faQ,,food
2218,cCMayE4liYnFx1pyA8K2eQ,jR3sTUWCPuOCWpdm8Pn-wQ,Salmon sushi,food
2219,aSzMt5_UBJ4o81kiHgkXeA,VKUafN1s-sxXhBmjvjdh7w,,food
2220,QsnFYJwAvGDIvW88wRdZVQ,Bt0Hz5LfGhwz1dK6MwcRUQ,,food
2221,DptzaZi11Hz_q1BVF-Ldig,YMOCOlONOae4zaiKImTnTQ,Mahalo Roll,food
2222,r6NaJi8r6cX8RmfZHfXB4w,5YFqjdNj7HCkDwYjvwG50g,Side dishes,food
2223,zYmePxTEwlTN0t4ohHjuZg,HpLIHgoz3XPTyol5tKKb_w,,food
2224,O_SC0qeF5KM7_RIlx01SEw,GWy-teWznY1v7UfNvrGLjA,,food
